"id","productName","category","fullPrice","salePrice","availability","supplier"
121,"One A Day",5,24.77,62.31,1,15
122,"Bayer",5,39.57,10.91,1,15
123,"Alka-seltzer Plus",5,57.82,88.09,0,15
124,"Aleve",5,49.72,53.58,1,15
125,"Flintstones",5,69.78,19.86,0,15
126,"Alka-seltzer",5,84.16,64.42,0,15
127,"Citracal",5,6.56,30.00,1,15
128,"Midol",5,19.68,43.46,0,15
129,"Rid",5,60.61,64.26,1,15
130,"Berocca",5,88.33,53.17,0,15
131,"Neo Synephrine",5,99.91,18.48,1,15
132,"Trubiotics",5,68.80,23.14,1,15
133,"Bactine",5,59.51,66.30,0,15
134,"Campho-phenique",5,27.53,40.06,0,15
135,"Menstridol",5,15.00,42.78,1,15
136,"Alka-seltzer Plus-d",5,15.82,49.04,0,15
137,"Domeboro",5,43.02,61.79,1,15
138,"Imagine Ink",6,7.19,79.09,0,16
139,"Batman",6,58.68,4.06,1,16
140,"My Little Pony",6,11.91,40.91,1,16
141,"Spider-man",6,65.42,84.83,0,16
142,"Bic",6,68.76,64.16,0,17
143,"Wite-out",6,31.79,77.02,1,17
144,"Sunbeam",3,28.38,16.80,0,18
145,"Boboli",3,28.26,7.75,1,18
146,"Bimbo",3,69.82,75.48,1,18
147,"Freihofer's",3,96.48,68.92,1,18
148,"J.j. Nissen",3,84.29,18.85,0,18
149,"Williams Country Store",3,9.10,36.00,0,19
150,"Sun-bird",3,68.07,51.23,1,19
151,"Pioneer Brand",3,7.58,41.32,1,19
152,"Campbell's",3,64.99,45.77,1,20
153,"Campbell's Chunky",3,44.83,18.08,0,20
154,"V8",3,85.48,93.80,0,20
155,"Prego",3,14.50,95.05,1,20
156,"Swanson",3,78.69,4.39,0,20
157,"Campbell's Select Harvest",3,85.93,61.25,1,20
158,"V-fusion",3,21.73,51.94,0,20
159,"V8 Splash",3,92.88,38.21,1,20
160,"Campbell's Go",3,68.28,9.35,0,20
161,"Campbell's Healthy Request",3,53.18,0.99,0,20
162,"Slow Kettle",3,56.68,45.21,0,20
163,"Spaghettios",3,39.86,19.20,1,20
164,"Chunky",3,29.20,25.87,1,20
165,"Campbell's Soup At Hand",3,26.60,56.83,1,20
166,"Nutra Nail",6,34.57,47.96,0,21
167,"Plus White",6,25.69,89.31,1,21
168,"Mega-t",6,95.13,6.07,1,21
169,"Scar Zone",6,20.09,14.30,1,21
170,"Sudden Change",6,42.00,49.18,1,21
171,"Bikini Zone",6,83.24,42.18,1,21
172,"Solar Sense",6,14.76,68.76,1,21
173,"Gold Bond",5,89.91,49.63,1,22
174,"Act",5,91.25,2.59,0,22
175,"Icy Hot",5,28.45,71.81,0,22
176,"Cortizone-10",5,27.74,69.51,0,22
177,"Rolaids",5,90.73,83.35,0,22
178,"Allegra",5,11.24,77.88,0,22
179,"Unisom",5,13.23,53.38,0,22
180,"Selsun Blue",5,13.72,6.11,1,22
181,"Allegra-d",5,75.72,52.20,0,22
182,"Balmex",5,99.19,90.57,0,22
183,"Kaopectate",5,35.05,92.79,0,22
184,"Bull Frog",5,22.40,80.24,1,22
185,"Nasacort",5,9.01,68.54,1,22
186,"Pamprin",5,98.57,47.63,0,22
187,"Children's Allegra",5,54.17,91.40,1,22
188,"Aspercreme",5,38.12,19.74,1,22
189,"Ultra Swim",5,19.00,66.05,1,22
190,"Sun In",5,99.91,62.20,1,22
191,"Capzasin",5,71.08,63.61,0,22
192,"Gold Bond Ultimate",5,96.96,49.13,0,22
193,"Herpecin L",5,46.96,30.36,1,22
194,"Premsyn",5,65.97,72.02,1,22
195,"Arm & Hammer",5,22.91,39.37,0,23
196,"Trojan",5,54.85,14.12,0,23
197,"Oxi Clean",5,12.23,96.31,0,23
198,"Nair",5,22.85,51.62,0,23
199,"Xtra",5,6.53,81.14,1,23
200,"Arrid",5,72.84,54.24,1,23
201,"Simply Saline",5,75.66,31.43,0,23
202,"First Response",5,11.79,1.29,1,23
203,"Kaboom",5,52.50,96.37,1,23
204,"Spinbrush",5,95.70,20.98,0,23
205,"Answer",5,56.60,89.56,1,23
206,"Orange Glo",5,50.20,67.99,1,23
207,"Scrub Free",5,26.87,70.31,0,23
208,"Tooth Tunes",5,91.13,40.36,1,23
209,"Aim",5,62.56,88.28,1,23
210,"Cameo",5,17.02,2.29,0,23
211,"Pepsodent",5,55.88,44.53,1,23
212,"Baby Orajel",5,11.67,3.12,0,23
213,"Feline Pine",5,45.53,33.25,1,23
214,"Naturalamb",5,79.47,1.56,0,23
215,"Close-up",5,4.94,89.97,0,23
216,"Colgate",5,69.35,83.17,0,24
217,"Softsoap",5,95.67,44.90,0,24
218,"Speed Stick",5,86.27,10.45,0,24
219,"Palmolive",5,12.95,69.72,0,24
220,"Irish Spring",5,33.40,16.96,0,24
221,"Ajax",5,72.82,23.04,0,24
222,"Lady Speed Stick",5,4.69,58.91,0,24
223,"Suavitel",5,78.94,97.05,1,24
224,"Fabuloso",5,32.59,4.29,1,24
225,"Murphy",5,3.27,95.59,0,24
226,"Mennen",5,1.95,34.66,1,24
227,"Afta",5,73.39,83.32,0,24
228,"Skin Bracer",5,76.06,97.10,1,24
229,"Healthy Choice",3,80.45,56.09,1,25
230,"Marie Callender's",3,17.45,67.00,0,25
231,"Hunt's",3,29.17,48.76,1,25
232,"Orville Redenbacher's",3,3.13,67.18,1,25
233,"Chef Boyardee",3,48.79,67.78,1,25
234,"Banquet",3,30.89,87.93,1,25
235,"Snack Pack",3,68.72,42.53,1,25
236,"Libby's",3,80.06,4.63,1,25
237,"La Choy",3,68.11,15.73,0,25
238,"Slim Jim",3,68.17,51.46,0,25
239,"Hebrew National",3,57.26,39.60,0,25
240,"Peter Pan",3,70.75,19.28,1,25
241,"Kid Cuisine",3,48.93,9.24,0,25
242,"Pure Wesson",3,61.86,63.31,1,25
243,"Pam",3,81.83,14.32,1,25
244,"Nathan's",3,35.68,75.13,0,25
245,"David",3,89.09,5.02,0,25
246,"Reddi Wip",3,15.63,27.68,1,25
247,"Wolf",3,77.18,96.90,1,25
248,"Act Ii",3,20.62,56.34,0,25
249,"Gulden's",3,35.29,8.00,1,25
250,"Egg Beaters",3,30.48,55.45,1,25
251,"Rotel",3,45.90,47.49,0,25
252,"Crunch 'n Munch",3,81.52,97.55,0,25
253,"Odom's",3,1.37,35.19,1,25
254,"Hk Anderson",3,38.75,70.43,0,25
255,"Blue Bonnet",3,96.55,6.28,0,25
256,"Banquet Brown 'n Serve",3,53.27,41.56,1,25
257,"Ro Tel",3,3.52,66.84,0,25
258,"Andy Capp's",3,71.03,85.52,0,25
259,"Parkay",3,30.04,97.40,0,25
260,"Jiffy Pop",3,40.79,41.21,0,25
261,"Van Camp's",3,40.48,33.69,0,25
262,"Arby's",3,38.66,58.93,0,25
263,"Sanalac",3,66.54,58.27,1,25
264,"Red Robin",3,8.63,17.05,1,25
265,"Checkers/rally's",3,36.95,95.85,1,25
266,"Sweet'n Low",3,34.69,28.52,0,26
267,"Sugar In The Raw",3,37.25,24.23,1,26
268,"Stevia",3,83.01,65.24,1,26
269,"Agave In The Raw",3,11.04,56.82,0,26
270,"Stevia In The Raw",3,4.43,14.76,0,26
271,"Butter Buds",3,35.32,9.14,1,26
272,"Monk Fruit In The Raw",3,15.08,42.79,0,26
273,"Daniele",3,2.55,51.74,1,27
274,"Del Luca",3,22.42,85.54,1,27
275,"Del Duca",3,55.01,74.96,1,27
276,"Friuli Brand",3,8.29,35.42,1,27
277,"Jarlsberg",3,89.75,42.30,1,28
278,"Black Diamond",3,46.13,71.28,1,28
279,"Salemville",3,71.79,65.24,1,28
280,"Fromager D'affinois",3,30.30,11.26,1,28
281,"Silk",3,82.73,75.03,1,29
282,"Dean's",3,96.62,79.71,0,29
283,"International Delight",3,57.61,35.25,0,29
284,"Swiss Premium",3,24.04,82.00,0,29
285,"Tuscan Dairy Farms",3,98.55,6.95,0,29
286,"Garelick Farms",3,47.49,33.61,1,29
287,"Lehigh Valley Dairy Farms",3,9.38,49.04,1,29
288,"Pet",3,15.30,90.95,1,29
289,"Shenandoah's Pride",3,23.41,85.60,0,29
290,"Fruit Rush",3,74.96,15.24,0,29
291,"Trumoo",3,2.01,46.36,1,29
292,"Over The Moon",3,22.91,97.52,0,29
293,"Dean's Country Fresh",3,88.31,85.76,0,29
294,"Chug",3,77.34,89.99,1,29
295,"Milk-bone",8,80.57,98.13,0,30
296,"9lives",8,50.82,91.68,0,30
297,"Meow Mix",8,78.67,34.92,0,30
298,"Kibbles 'n Bits",8,19.83,16.86,0,30
299,"Pup-peroni",8,76.24,81.98,0,30
300,"Canine Carry Outs",8,1.49,90.64,1,30
301,"Snausages",8,12.04,52.43,1,30
302,"Meaty Bone",8,51.64,13.33,0,30
303,"Gravy Train",8,79.51,0.37,1,30
304,"Chew-lotta",8,17.76,7.90,0,30
305,"Diamond",3,54.24,33.22,1,31
306,"Emerald",3,87.53,53.59,0,31
307,"Pop-secret",3,6.80,37.83,0,31
308,"Pop Secret",3,65.73,41.30,1,31
309,"Diamond Of California",3,21.05,88.30,0,31
310,"Ace Of Diamonds",3,24.69,3.84,0,31
311,"Margaritaville",3,15.72,92.65,0,32
312,"7-up",3,46.28,78.16,1,32
313,"Ibc",3,73.95,27.56,1,32
314,"Diet Sunkist",3,70.14,69.07,0,32
315,"Diet Snap Tea",3,99.58,20.38,0,32
316,"Diet Snapple",3,17.46,0.83,1,32
317,"7-up Ten",3,2.49,50.18,0,32
318,"A&w Ten",3,75.88,36.02,0,32
319,"Schweppes",3,78.96,29.10,0,33
320,"Canada Dry",3,82.92,90.57,1,33
321,"Dr. Pepper",3,84.99,73.44,0,33
322,"Hawaiian Punch",3,61.78,89.86,0,33
323,"Crush",3,90.33,88.57,1,33
324,"Canfield's",3,54.24,11.84,0,33
325,"Diet Dr. Pepper",3,41.78,57.95,1,33
326,"Diet A&w",3,87.26,77.15,0,33
327,"Diet Rite",3,56.91,84.51,1,33
328,"Diet 7-up",3,3.14,88.27,1,33
329,"Sun Drop",3,37.89,92.93,0,33
330,"Vernors",3,62.65,35.10,0,33
331,"Squirt",3,10.29,1.08,0,33
332,"Diet Vernors",3,81.43,91.19,0,33
333,"Rc",3,99.48,38.90,1,33
334,"Venom",3,40.56,10.05,0,33
335,"Diet Squirt",3,46.50,56.54,1,33
336,"Diet Crush",3,20.15,35.53,1,33
337,"Cherry 7-up",3,43.62,20.10,0,33
338,"Doan's",5,14.39,3.65,0,34
339,"Myoflex",5,93.20,68.27,1,34
340,"Bufferin",5,20.06,7.18,0,34
341,"Nupercainal",5,7.48,38.71,1,34
342,"Black Swan",10,34.26,56.54,1,35
343,"Alamos Selection",10,27.45,18.44,1,35
344,"Barefoot",10,89.82,31.18,1,35
345,"Tropiking",7,92.34,32.12,1,36
346,"Asian Best",7,41.14,84.47,0,36
347,"Tao Kae Noi",7,69.34,47.70,1,36
348,"Edward & Son",3,12.16,97.17,1,37
349,"Native Forest",3,94.84,19.84,0,37
350,"Let's Do...organic",3,15.05,35.51,0,37
351,"Edward & Sons",3,69.01,37.48,1,37
352,"Road's End Organics",3,34.22,10.31,1,37
353,"Let's Do...",3,3.83,32.55,0,37
354,"Elmer's",6,92.83,79.89,0,38
355,"Krazy Glue",6,48.57,74.61,1,38
356,"Painters",6,81.39,54.36,1,38
357,"Energizer",5,26.18,68.98,0,39
358,"Playtex",5,78.00,52.16,0,39
359,"Schick",5,42.78,20.39,0,39
360,"Banana Boat",5,99.24,36.96,0,39
361,"Skintimate",5,13.14,31.23,0,39
362,"Edge",5,63.86,54.85,0,39
363,"Hawaiian Tropic",5,3.05,83.50,0,39
364,"Schick Intuition",5,49.57,43.18,1,39
365,"Wet Ones",5,19.84,95.58,0,39
366,"Litter Genie",5,22.60,62.31,1,39
367,"Playtex Sport",5,11.85,63.74,1,39
368,"Garden Chic!",4,41.03,0.29,1,40
369,"Extreme!",4,0.76,35.90,1,40
370,"Song Blend",4,15.20,17.32,0,40
371,"Bird Lover's Blend",4,36.02,1.39,0,40
372,"Brown's",4,70.07,55.35,1,40
373,"Hay Products",4,41.22,18.66,1,40
374,"Brach's",3,20.98,5.46,1,41
375,"Trolli",3,3.81,49.25,1,41
376,"Jujyfruits",3,57.62,44.73,0,41
377,"Bob's",3,26.96,42.39,0,41
378,"Tic Tac",3,80.28,34.71,1,42
379,"Nutella",3,78.18,70.46,1,42
380,"Ferrero Rocher",3,76.96,66.76,1,42
381,"Ferrero Collection",3,99.23,87.93,1,42
382,"Ferrero Rondnoir",3,93.73,71.28,1,42
383,"Confetteria Raffaello",3,20.87,79.35,1,42
384,"Freeman",6,44.21,29.62,1,43
385,"Bare Foot Repair",6,19.67,98.37,1,43
386,"Vita-k",6,21.63,30.11,1,43
387,"Barefoot Repair",6,2.85,3.66,0,43
388,"Pssssst!",6,25.88,57.23,1,43
389,"Lay's",3,53.75,33.16,0,44
390,"Tostitos",3,18.77,64.01,0,44
391,"Doritos",3,30.83,6.24,1,44
392,"Cheetos",3,74.71,51.46,1,44
393,"Ruffles",3,60.47,31.75,0,44
394,"Fritos",3,70.73,58.20,0,44
395,"Rold Gold",3,22.49,43.68,1,44
396,"Sunchips",3,67.91,41.38,0,44
397,"Smartfood",3,23.76,77.25,0,44
398,"Baken-ets",3,76.44,5.55,0,44
399,"Munchies",3,89.54,6.07,0,44
400,"Grandma's",3,51.54,92.72,1,44
401,"Chester's",3,35.51,15.40,1,44
402,"Frito-lay",3,39.30,41.63,0,44
403,"Funyuns",3,13.77,0.07,1,44
404,"Nut Harvest",3,47.65,17.52,1,44
405,"Looza",3,11.55,67.38,1,44
406,"Cracker Jack",3,77.00,91.45,0,44
407,"Munchos",3,72.83,44.37,0,44
408,"Twistos",3,40.94,14.72,1,44
409,"Sabritones",3,93.04,82.24,1,44
410,"Santitas",3,29.83,11.12,1,44
411,"Turbos",3,83.01,60.14,1,44
412,"Domo",9,14.40,13.11,0,45
413,"Pop!",9,0.34,55.71,0,45
414,"Wacky Wobbler",9,27.66,88.74,1,45
415,"Garnier",6,5.18,45.28,1,46
416,"Garnier Fructis",6,50.38,16.88,1,46
417,"Garnier Nutritioniste",6,35.40,2.52,0,46
418,"Nutrisse",6,4.33,6.63,1,46
419,"Garnier Nutrisse",6,40.36,42.35,1,46
420,"Garnier Herbashine",6,75.94,43.39,0,46
421,"Betty Crocker",3,98.44,0.35,0,47
422,"Pillsbury",3,13.07,89.51,1,47
423,"Progresso",3,47.42,67.83,0,47
424,"Old El Paso",3,0.17,79.57,1,47
425,"Larabar",3,63.45,78.37,1,47
426,"Fiber One",3,26.56,3.28,1,47
427,"Cascadian Farm",3,39.82,95.57,0,47
428,"Nature Valley",3,10.25,85.85,0,47
429,"Cheerios",3,76.71,18.78,1,47
430,"Sunkist",3,26.54,41.46,1,47
431,"Chex Mix",3,21.35,76.94,0,47
432,"Chex",3,69.61,80.35,0,47
433,"Big G",3,80.43,85.99,1,47
434,"General Mills",3,53.16,59.44,1,47
435,"Totino's",3,98.86,49.39,1,47
436,"Hamburger Helper",3,80.16,67.31,0,47
437,"Bisquick",3,55.09,93.98,1,47
438,"Chicken Helper",3,94.50,52.70,1,47
439,"Cinnamon Toast Crunch",3,38.01,0.78,0,47
440,"Le Sueur",3,51.87,57.97,0,47
441,"Total",3,21.86,77.00,0,47
442,"Golden Grahams",3,52.75,39.39,0,47
443,"Cocoa Puffs",3,31.44,98.26,1,47
444,"Fruit Gushers",3,76.79,82.40,0,47
445,"Romano's Macaroni Grill",3,57.58,61.12,1,47
446,"Fruit Roll-ups",3,31.33,65.40,0,47
447,"Kix",3,97.78,80.10,0,47
448,"Reese's Puffs",3,1.43,62.91,1,47
449,"Toaster Strudel",3,15.22,39.42,1,47
450,"Egg Scrambles",3,0.37,33.80,1,47
451,"Progressive",3,33.92,20.37,1,47
452,"Bisquick Shake 'n Pour",3,90.94,86.97,1,47
453,"Trix",3,73.20,55.87,1,47
454,"Bfast",3,11.54,54.28,1,47
455,"Corn Chex",3,38.33,78.71,1,47
456,"Cookie Crisp",3,58.70,83.67,0,47
457,"Bugles",3,67.13,97.61,0,47
458,"Frosted Toast Crunch",3,87.76,97.68,0,47
459,"Mountain High",3,78.65,41.54,1,47
460,"Bisquick Heart Smart",3,32.62,31.07,1,47
461,"Toaster Scrambles",3,35.25,96.55,0,47
462,"Lucky Charms",3,33.78,74.49,0,47
463,"Wanchai Ferry",3,76.09,36.33,0,47
464,"Wheaties",3,12.00,96.96,1,47
465,"Tuna Helper",3,32.67,30.30,0,47
466,"Basic 4",3,74.32,73.33,1,47
467,"Peanut Butter Toast Crunch",3,13.12,89.15,1,47
468,"Scooby-doo!",3,38.81,7.61,1,47
469,"Fruit Roll-ups, Fruit By The Foot, Fruit Gushers",3,12.03,71.79,0,47
470,"Fruit By The Foot",3,94.03,14.88,1,47
471,"Raisin Nut Bran",3,77.75,71.32,1,47
472,"Oatmeal Crisps",3,22.27,69.08,0,47
473,"Gardetto's",3,52.00,3.27,1,47
474,"Tums",5,9.10,2.71,1,48
475,"Sensodyne",5,83.62,40.44,0,48
476,"Nicorette",5,0.91,61.70,0,48
477,"Aquafresh",5,84.58,64.85,1,48
478,"Breathe Right",5,42.46,58.76,1,48
479,"Polident",5,76.23,44.40,0,48
480,"Biotene",5,42.06,12.95,0,48
481,"Nicoderm Cq",5,97.18,22.35,0,48
482,"Os-cal",5,97.18,10.11,1,48
483,"Citrucel",5,86.21,92.59,1,48
484,"Abreva",5,3.16,27.59,0,48
485,"Gaviscon",5,35.02,94.46,0,48
486,"Green Mountain Coffee",3,9.80,23.64,0,49
487,"Swiss Miss",3,63.30,85.84,1,49
488,"Tully's Coffee",3,49.40,12.42,1,49
489,"Cafe Escapes",3,73.01,60.71,1,49
490,"Cafe Bustelo",3,25.68,58.12,1,49
491,"Eight O' Clock",3,50.34,48.53,1,49
492,"Barista Prima",3,92.30,2.75,1,49
493,"Donut House Collection",3,51.15,64.56,0,49
494,"Green Mountain Naturals",3,57.78,60.92,0,49
495,"Heinz",3,51.25,75.52,0,50
496,"Weight Watchers Smart Ones",3,31.20,42.53,1,50
497,"T.g.i. Friday's",3,89.90,98.94,1,50
498,"Ore-ida",3,33.82,42.91,0,50
499,"Classico",3,78.90,21.60,1,50
500,"Jack Daniel's",3,61.95,67.86,1,50
501,"Smart Ones",3,46.62,61.91,1,50
502,"Bagel Bites",3,42.26,91.89,0,50
503,"Nancy's",3,48.26,10.27,1,50
504,"Wyler's",3,46.39,20.55,0,50
505,"Ore-lda",3,20.86,86.47,0,50
506,"L'eggs",3,73.67,3.56,0,51
507,"Leggs",3,91.62,49.59,1,51
508,"Jms",3,69.43,73.08,1,51
509,"Hanes",3,6.83,45.66,1,51
510,"Play-doh",9,35.54,43.73,0,52
511,"Parker Brothers",9,82.32,69.86,0,52
512,"Scattergories",9,20.18,11.41,1,52
513,"Hormel",3,43.27,29.40,1,53
514,"House Of Tsang",3,80.15,31.47,1,53
515,"Chi-chi's",3,21.16,9.70,1,53
516,"Herb-ox",3,95.21,5.06,1,53
517,"Country Crock",3,49.68,44.92,1,53
518,"Spam",3,49.80,56.21,1,53
519,"Dinty Moore",3,65.20,6.03,0,53
520,"Valley Fresh",3,9.25,30.60,1,53
521,"Thick & Easy",3,98.89,12.13,1,53
522,"Mary Kitchen",3,52.68,59.36,1,53
523,"Estroven",5,30.51,48.99,1,54
524,"Culturelle",5,15.96,33.02,0,54
525,"Azo",5,22.10,56.17,1,54
526,"Brainstrong",5,19.16,65.36,0,54
527,"I-cool",5,68.06,5.59,0,54
528,"Dhea",5,94.86,69.38,1,54
529,"Imperial",9,97.12,43.37,0,55
530,"Miracle Bubbles",9,81.00,73.74,0,55
531,"Stampers",9,15.75,30.36,0,55
532,"Dynasty",3,56.03,53.87,0,56
533,"Hapi",3,96.71,94.91,0,56
534,"Nishiki",3,43.12,69.00,0,56
535,"Myojo",3,47.36,95.55,1,56
536,"Hime",3,93.60,14.05,1,56
537,"Botan",3,96.13,77.74,1,56
538,"Just Bare",3,7.68,22.44,0,56
539,"Jfc",3,70.38,45.59,0,56
540,"Wel-pac",3,51.50,59.01,0,56
541,"Neutrogena",5,32.03,56.57,0,57
542,"Aveeno",5,37.39,70.79,1,57
543,"Johnson's",5,36.30,0.42,1,57
544,"Band-aid",5,3.01,8.31,1,57
545,"Listerine",5,58.63,10.92,1,57
546,"Clean & Clear",5,14.94,52.61,0,57
547,"Tylenol",5,75.91,63.11,0,57
548,"Johnson & Johnson",5,90.44,30.45,1,57
549,"Reach",5,39.25,38.25,0,57
550,"Neosporin",5,15.62,1.67,0,57
551,"Visine",5,98.08,23.38,1,57
552,"Benadryl",5,28.38,92.50,1,57
553,"Pepcid",5,79.85,34.28,0,57
554,"Bengay",5,11.76,19.11,1,57
555,"Ambi",5,80.53,37.46,0,57
556,"Sudafed",5,63.23,16.29,0,57
557,"Roc",5,2.01,38.48,0,57
558,"Desitin",5,38.81,69.12,0,57
559,"Johnson's Natural",5,50.60,23.18,1,57
560,"Shower To Shower",5,5.80,2.68,1,57
561,"Rogaine",5,1.78,35.22,0,57
562,"Cortaid",5,42.55,36.52,0,57
563,"Caladryl",5,51.82,22.10,0,57
564,"Zyrtec-d",5,64.64,58.09,1,57
565,"Visine-a",5,66.38,87.96,0,57
566,"Plax",5,11.01,96.67,1,57
567,"Rembrandt",5,90.00,33.73,1,57
568,"Coach",5,59.98,52.54,1,57
569,"Corn Huskers",5,7.66,65.99,0,57
570,"Kashi",3,54.47,37.21,1,58
571,"Tlc",3,1.97,27.02,1,58
572,"Organic Promise",3,71.18,32.54,1,58
573,"Heart To Heart",3,66.63,5.15,1,58
574,"Honey Sunshine",3,22.47,5.23,0,58
575,"7 Whole Grain",3,76.17,42.69,1,58
576,"Good Friends",3,81.06,78.79,0,58
577,"Kellogg's",3,8.85,84.96,0,59
578,"Keebler",3,74.26,96.40,0,59
579,"Special K",3,30.00,59.08,0,59
580,"Cheez-it",3,98.87,65.06,1,59
581,"Pop-tarts",3,25.56,55.22,1,59
582,"Pringles",3,70.91,91.37,1,59
583,"Eggo",3,80.67,26.93,0,59
